Retailer,Address,CITY,ZIP,County,Game,Year,Month,Sales
BHARTI LIQUOR,204 S MASON ST,CARROLLTON,64633,CARROLL,TRIPLE PLAY,2016,1,12
CHANCES R,12334 NATURAL BRIDGE RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
7-ELEVEN 13266C,11107 GRANDVIEW RD,KANSAS CITY,64137,JACKSON,TRIPLE PLAY,2016,1,34
7-ELEVEN 13266C,11107 GRANDVIEW RD,KANSAS CITY,64137,JACKSON,TRIPLE PLAY,2016,5,0
FAST N FRIENDLY #1,2766 N KANSAS EXPY,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,54
FAST N FRIENDLY #11,3249 E EVANS RD,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,30
FAST N FRIENDLY #16,501 W CHESTNUT EXPY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,1,10
FAST N FRIENDLY #17,2745 S KANSAS EXPY,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,88
FAST N FRIENDLY #8,1451 N KANSAS EXPY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,1,12
FAST N FRIENDLY 7,3535 W SUNSHINE ST A,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,12
FAST N FRIENDLY BATT #15,3015 S SCENIC AVE,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,84
FAST N FRIENDLY BATT #15,3015 S SCENIC AVE,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,2,0
FAST N FRIENDLY BOL #12,1913 W BROADWAY ST,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,1,26
FAST N FRIENDLY BOL E 14,1602 E BROADWAY ST,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,1,22
RILEYS,1634 HIGHWAY JJ,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,126
RILEYS,1634 HIGHWAY JJ,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,2,0
CASEYS 2695,100 N HWY 71,ADRIAN,64720,BATES,TRIPLE PLAY,2016,1,28
DIERBERGS-ARNOLD COMMONS,860 ARNOLD COMMONS DR,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,324
DIERBERGS-ARNOLD COMMONS,860 ARNOLD COMMONS DR,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,2,0
FASTLANE 41,21750 VETERANS MEM PKWY,FORISTELL,63348,ST. CHARLES,TRIPLE PLAY,2016,1,62
7-ELEVEN 27092E,9866 MANCHESTER RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,70
7-ELEVEN 27092E,9866 MANCHESTER RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SINCLAIR SHOP EAZY,6620 NE US HWY 69,PLEASANT VALLEY,64068,CLAY,TRIPLE PLAY,2016,1,18
SINCLAIR SHOP EAZY,6620 NE US HWY 69,PLEASANT VALLEY,64068,CLAY,TRIPLE PLAY,2016,2,0
SINCLAIR SHOP EAZY,6620 NE US HWY 69,PLEASANT VALLEY,64068,CLAY,TRIPLE PLAY,2016,5,0
TNT CONVENIENCE,1841 E 28TH ST,TRENTON,64683,GRUNDY,TRIPLE PLAY,2016,1,12
MURPHY USA 7782,1140 US HIGHWAY 60E,REPUBLIC,65738,GREENE,TRIPLE PLAY,2016,1,28
MURPHY USA 7782,1140 US HIGHWAY 60E,REPUBLIC,65738,GREENE,TRIPLE PLAY,2016,2,0
CONVENIENCE ONE,22 PATTERSON PLZ,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,30
MARTINSBURG KWIK STOP,201 E KELLET ST,MARTINSBURG,65264,AUDRAIN,TRIPLE PLAY,2016,1,6
COUNTRY CORNER,405A W HIGHWAY C,PURDY,65734,BARRY,TRIPLE PLAY,2016,1,2
SUNSHINE #1,1207 W KEARNEY ST,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,56
TUCKER SHELL,721 N TUCKER BLVD,ST LOUIS,63101,ST. LOUIS CITY,TRIPLE PLAY,2016,1,98
CASEYS 2691,200 S CHURCH ST,FAYETTE,65248,HOWARD,TRIPLE PLAY,2016,1,22
CASEYS 2691,200 S CHURCH ST,FAYETTE,65248,HOWARD,TRIPLE PLAY,2016,2,0
CASEYS 2692,110 N MAIN ST,ELSBERRY,63343,LINCOLN,TRIPLE PLAY,2016,1,36
CASEYS 2692,110 N MAIN ST,ELSBERRY,63343,LINCOLN,TRIPLE PLAY,2016,2,0
PUDDLEJUMPERS BAIT/CTRY,11429 HWY Z,WARSAW,65355,BENTON,TRIPLE PLAY,2016,1,94
BALL CRK BOWL/WHITE MULE,12796 STATE ROUTE 21,DESOTO,63020,JEFFERSON,TRIPLE PLAY,2016,1,4
HITCHING POST BAR & GRIL,RR 1 BOX 281B,AVA,65608,DOUGLAS,TRIPLE PLAY,2016,1,16
GREENVILLE GAS MART,102 FRONT ST,GREENVILLE,63944,WAYNE,TRIPLE PLAY,2016,1,10
WATERWAY GAS & WASH 15,3995 CRUSHER DR,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,1,6
CJ'S CONVENIENCE STORE,2006 MAIN ST,UNIONVILLE,63565,PUTNAM,TRIPLE PLAY,2016,1,10
MPC 72,1620 N UNION BLVD,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,1,14
RIVERVIEW MOTOMART,11005 RIVERVIEW DR,ST LOUIS,63138,ST. LOUIS CITY,TRIPLE PLAY,2016,1,204
RIVERVIEW MOTOMART,11005 RIVERVIEW DR,ST LOUIS,63138,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
RIVERVIEW MOTOMART,11005 RIVERVIEW DR,ST LOUIS,63138,ST. LOUIS CITY,TRIPLE PLAY,2016,3,0
TOOTIES 225,13166 STATE HIGHWAY 225,DEXTER,63841,STODDARD,TRIPLE PLAY,2016,1,28
MOUDY'S BAR & GRILL,2151 W TERRA LN,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,8
ROY'S #1,10088 OLD 8 E,MINERAL POINT,63660,WASHINGTON,TRIPLE PLAY,2016,1,26
TOP HAT PACKAGE,414 E JACKSON ST,WILLARD,65781,GREENE,TRIPLE PLAY,2016,1,14
STIX & STONES BAR/GRILL,11404 E US HWY 24,SUGAR CREEK,64054,JACKSON,TRIPLE PLAY,2016,1,2
BARNYARD LIQUOR,9510 BLUE RIDGE BLVD,KANSAS CITY,64134,JACKSON,TRIPLE PLAY,2016,1,10
GOOD TIME,7008 W FLORISSANT AVE,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,118
GOOD TIME,7008 W FLORISSANT AVE,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SHOP N SAVE FUEL EXPRESS 4529,10632 ST CHARLES ROCK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,46
CIRCLE K 1600,10201 BUSINESS 21,HILLSBORO,63050,JEFFERSON,TRIPLE PLAY,2016,1,188
CIRCLE K 1600,10201 BUSINESS 21,HILLSBORO,63050,JEFFERSON,TRIPLE PLAY,2016,2,0
CIRCLE K 1601,1060 MAIN ST,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,1,36
CIRCLE K 1602,8401 INDUSTRIAL DR,CEDAR HILL,63016,JEFFERSON,TRIPLE PLAY,2016,1,18
CIRCLE K 1604,5602 HIGHWAY PP,HIGH RIDGE,63049,JEFFERSON,TRIPLE PLAY,2016,1,28
CIRCLE K 1605,6065 LEMAY FERRY RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,60
CIRCLE K 1606,18201 US HIGHWAY 66,PACIFIC,63069,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,48
CIRCLE K 1607,9035 GRAVOIS RD,ST LOUIS,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,94
CIRCLE K 1607,9035 GRAVOIS RD,ST LOUIS,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1608,900 BROOKWOOD CTR,FENTON,63026,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,86
CIRCLE K 1609,4671 HIGHWAY W,HOUSE SPRINGS,63051,JEFFERSON,TRIPLE PLAY,2016,1,50
CIRCLE K 1609,4671 HIGHWAY W,HOUSE SPRINGS,63051,JEFFERSON,TRIPLE PLAY,2016,5,0
CIRCLE K 1610,5590 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,128
CIRCLE K 1610,5590 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1611,1940 UNION RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,76
CIRCLE K 1611,1940 UNION RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1612,1435 KIRKWOOD RD,ST LOUIS,63127,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,62
CIRCLE K 1613,100 OLD TOWNE DR,EUREKA,63025,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,68
CIRCLE K 1613,100 OLD TOWNE DR,EUREKA,63025,ST. LOUIS COUNTY,TRIPLE PLAY,2016,5,0
CIRCLE K 1614,3294 TELEGRAPH RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,72
CIRCLE K 1614,3294 TELEGRAPH RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1615,11201 OLD ST CHARLES RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,74
CIRCLE K 1616,10691 ST CHARLES ROCK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,102
CIRCLE K 1616,10691 ST CHARLES ROCK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1617,11011 BELLEFONTAINE RD,ST LOUIS,63138,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,48
CIRCLE K 1617,11011 BELLEFONTAINE RD,ST LOUIS,63138,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1618,35 S GRAND BLVD,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,1,94
CIRCLE K 1618,35 S GRAND BLVD,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
CIRCLE K 1619,6211 DELMAR BLVD,ST LOUIS,63130,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,36
CIRCLE K 1619,6211 DELMAR BLVD,ST LOUIS,63130,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
CIRCLE K 1620,18181 OLD US HIGHWAY 66,EUREKA,63025,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,34
CIRCLE K 1620,18181 OLD US HIGHWAY 66,EUREKA,63025,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1621,5215 LUCAS AND HUNT RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,80
CIRCLE K 1622,1545 S NEW FLORISSANT RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,104
CIRCLE K 1623,9931 WATSON RD,ST LOUIS,63126,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,102
CIRCLE K 1623,9931 WATSON RD,ST LOUIS,63126,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1623,9931 WATSON RD,ST LOUIS,63126,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
CIRCLE K 1624,8600 WATSON RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,26
CIRCLE K 1625,5253 MATTIS RD,ST LOUIS,63128,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,150
CIRCLE K 1626,8199 MANCHESTER RD,BRENTWOOD,63144,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,70
CIRCLE K 1627,105 DELORES DR,FENTON,63026,JEFFERSON,TRIPLE PLAY,2016,1,46
CIRCLE K 1628,1108 S FLORISSANT RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,170
CIRCLE K 1628,1108 S FLORISSANT RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1629,3401 HARRY S TRUMAN BLVD,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,36
CIRCLE K 1630,9998 TESSON FERRY RD,AFFTON,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,76
CIRCLE K 1631,4123TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,178
CIRCLE K 1631,4123TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1632,1199 SCENIC DR,HERCULANEUM,63048,JEFFERSON,TRIPLE PLAY,2016,1,134
CIRCLE K 1632,1199 SCENIC DR,HERCULANEUM,63048,JEFFERSON,TRIPLE PLAY,2016,2,0
CIRCLE K 1633,8200 S BROADWAY,ST LOUIS,63111,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
CIRCLE K 1634,2001 RICHARDSON RD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,74
CIRCLE K 1635,2090 CRAIG RD,ST LOUIS,63146,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,80
CIRCLE K 1636,1980 RICHARDSON RD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,50
CIRCLE K 1637,2035 HIGHWAY K,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,208
CIRCLE K 1637,2035 HIGHWAY K,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,2,0
CIRCLE K 1638,9311 S BROADWAY,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,56
CIRCLE K 1638,9311 S BROADWAY,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1639,6105 MEXICO RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,142
CIRCLE K 1639,6105 MEXICO RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,2,0
CIRCLE K 1640,504 JEFFCO BLVD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,52
CIRCLE K 1641,1525 CAULKS HILL RD,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,1,278
CIRCLE K 1642,2702 DROSTE RD,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,44
CIRCLE K 1643,602 N MAIN ST,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,46
CIRCLE K 1644,1750 OFALLON RD,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,1,110
CIRCLE K 1644,1750 OFALLON RD,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,3,0
CIRCLE K 1645,3700 ELM ST,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,56
CIRCLE K 1646,5952 S HIGHWAY 94,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,1,22
CIRCLE K 1647,14804 CLAYTON RD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,32
CIRCLE K 1648,595 BIG BEND RD,BALLWIN,63021,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,64
CIRCLE K 1649,12804 MANCHESTER RD,DES PERES,63131,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,42
CIRCLE K 1650,11077 OLIVE BLVD,ST LOUIS,63141,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,32
CIRCLE K 1651,15530 OLIVE BLVD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,60
CIRCLE K 1651,15530 OLIVE BLVD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1652,1001 LAKE ST LOUIS BLVD,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,1,74
CIRCLE K 1652,1001 LAKE ST LOUIS BLVD,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,2,0
CIRCLE K 1653,2105 HAMPTON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,34
CIRCLE K 1654,1514 HAMPTON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,112
CIRCLE K 1654,1514 HAMPTON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
CIRCLE K 1655,2707 MCCAUSLAND AVE,ST LOUIS,63143,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,56
CIRCLE K 1657,13655 MANCHESTER RD,ST LOUIS,63131,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,74
CIRCLE K 1658,7449 OLIVE BLVD,ST LOUIS,63130,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,130
CIRCLE K 1658,7449 OLIVE BLVD,ST LOUIS,63130,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CIRCLE K 1672,1402 S HANLEY RD,ST LOUIS,63144,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,108
PHILLIPS 66,2200 S BIG BEND BLVD,ST LOUIS,63117,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,32
ROY'S #2,220 N ST HWY 21,CALEDONIA,63631,WASHINGTON,TRIPLE PLAY,2016,1,12
KIDDER KURVE 3,204 NW STATE RT J,KIDDER,64649,CALDWELL,TRIPLE PLAY,2016,1,10
KIDDER KURVE 3,204 NW STATE RT J,KIDDER,64649,CALDWELL,TRIPLE PLAY,2016,2,0
FAST N FRIENDLY #6,2006 W JACKSON ST,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,1,12
VFW POST 3404,1136 E ATLANTIC ST,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,116
VFW POST 3404,1136 E ATLANTIC ST,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,2,0
FAST STOP,5020 BLUE RIDGE CUT OFF,KANSAS CITY,64133,JACKSON,TRIPLE PLAY,2016,1,30
US FUELS,1301 PROSPECT AVE,KANSAS CITY,64127,JACKSON,TRIPLE PLAY,2016,1,56
SIDE KIX INC,1351 DUNN RD,ST LOUIS,63138,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
WILLARD EAGLE STOP,652 S HUNT RD,WILLARD,65781,GREENE,TRIPLE PLAY,2016,1,38
WILLARD EAGLE STOP,652 S HUNT RD,WILLARD,65781,GREENE,TRIPLE PLAY,2016,2,0
KUM & GO 488,1704 W NORTON RD,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,102
KUM & GO 488,1704 W NORTON RD,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,2,0
CONVENIENCE STORE,5353 E 39TH ST,KANSAS CITY,64128,JACKSON,TRIPLE PLAY,2016,1,22
MURPHY USA 5783,3203 W BROADWAY BLVD,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,1,22
SKIPPERS BAR & GRILL,33880 IVY BEND RD,STOVER,65078,MORGAN,TRIPLE PLAY,2016,1,8
CROWN MART,4608 DR ML KING DR,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,1,102
CROWN MART,4608 DR ML KING DR,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,3,0
GATEWAY NEWSTANDS,1820 MARKET ST STE 137,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,1,88
K HWY FOOD MART,5530 K HIGHWAY,ST JOSEPH,64505,BUCHANAN,TRIPLE PLAY,2016,1,12
K HWY FOOD MART,5530 K HIGHWAY,ST JOSEPH,64505,BUCHANAN,TRIPLE PLAY,2016,2,0
24 HI-WAY THRIFTWAY,1000 W US HIGHWAY 24,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,20
MARLEYS BAR & GRILL,500 S FLORISSANT RD,FERGUSON,63135,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
RUDY'S DISCOUNT SMOKE 14,301 WASHINGTON ST,CHILLICOTHE,64601,LIVINGSTON,TRIPLE PLAY,2016,1,74
VICTORY LANE FUEL & FOOD,1424 S MAIN ST,TROY,63379,LINCOLN,TRIPLE PLAY,2016,1,102
94 CONVENIENCE,4500 PARKTOWNE DR,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,1,12
ON THE GO CONVENIENCE,500 STATE HIGHWAY 25 S,BLOOMFIELD,63825,STODDARD,TRIPLE PLAY,2016,1,30
ON THE GO CONVENIENCE,500 STATE HIGHWAY 25 S,BLOOMFIELD,63825,STODDARD,TRIPLE PLAY,2016,2,0
SPILLWAY THE,14852 HIGHWAY T,PERRYVILLE,63775,PERRY,TRIPLE PLAY,2016,1,12
BEER STORE & MORE LLC TH,206 S JESSE JAMES RD,PINEVILLE,64856,MCDONALD,TRIPLE PLAY,2016,1,26
BOMMARS SPORTS BAR/GRILL,4621 BECK AVE,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,1,24
SHOW-ME'S,2795 VETERANS MEM PKWY,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,1,0
MAIN EVENT THE,1215 E US HIGHWAY 60,MOUNTAIN VIEW,65548,HOWELL,TRIPLE PLAY,2016,1,100
MAIN EVENT THE,1215 E US HIGHWAY 60,MOUNTAIN VIEW,65548,HOWELL,TRIPLE PLAY,2016,2,0
MIDWEST FUELS 2,2101 E 39TH ST,KANSAS CITY,64109,JACKSON,TRIPLE PLAY,2016,1,4
MIDWEST FUELS 2,2101 E 39TH ST,KANSAS CITY,64109,JACKSON,TRIPLE PLAY,2016,2,0
VFW POST 9997,6801 WILSON RD,KANSAS CITY,64125,JACKSON,TRIPLE PLAY,2016,1,10
CLAYCOMO DIS SMOKES/CONV,403 E US HIGHWAY 69,KANSAS CITY,64119,CLAY,TRIPLE PLAY,2016,1,28
TOBACCO PLUS LLC,808 N 4TH ST,LOUISIANA,63353,PIKE,TRIPLE PLAY,2016,1,6
CASH SAVER 417,2650 W KEARNEY ST STE 11,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,14
BEE LINE SNACK SHOP 11,530 E BROADWAY,ASHLAND,65010,BOONE,TRIPLE PLAY,2016,1,0
MURPHY USA 7446,3018 S ELLIOTT AVE,AURORA,65605,LAWRENCE,TRIPLE PLAY,2016,1,36
7-ELEVEN 19507D,639 W WOODBINE AVE,KIRKWOOD,63122,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,72
7-ELEVEN 19507D,639 W WOODBINE AVE,KIRKWOOD,63122,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
PATTIS LITTLE STORE LLC,600 CENTER ST,BISMARCK,63624,ST. FRANCOIS,TRIPLE PLAY,2016,1,2
PETRO MART 74,463 HAWK RIDGE TRAIL,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,1,170
PETRO MART 74,463 HAWK RIDGE TRAIL,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,2,0
WASHINGTON ELKS,1459 W 5TH ST,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,1,28
WOODS EXPRESS 570,703 E BROADWAY BLVD,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,1,34
WOODS EXPRESS 570,703 E BROADWAY BLVD,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,5,0
AMERICAN LEGION 637,2 WOODLAND AVE,KIMBERLING CITY,65686,STONE,TRIPLE PLAY,2016,1,34
PLAZA PASEO AMOCO,1500 PASEO BLVD,KANSAS CITY,64108,JACKSON,TRIPLE PLAY,2016,1,44
APPLE MARKET 751,3734 PEAR ST,ST JOSEPH,64503,BUCHANAN,TRIPLE PLAY,2016,1,254
APPLE MARKET 752,2300 MITCHELL AVE,ST JOSEPH,64507,BUCHANAN,TRIPLE PLAY,2016,1,44
APPLE MARKET 753,903 N 36TH ST,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,124
EL RANCHO TRUCK PLAZA,14081 HWY 60,CABOOL,65689,TEXAS,TRIPLE PLAY,2016,1,14
GAS MART,1445 N MAIN ST,ST CLAIR,63077,FRANKLIN,TRIPLE PLAY,2016,1,38
HIWAY HOUSE,4071 PRATHER RD,KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,1,14
HIWAY HOUSE,4071 PRATHER RD,KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,2,0
KINGPIN LANES,12249 NATURAL BRIDGE RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,32
NICKS CORNER STORE,900 W PINE ST,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,20
CASEYS 2679,3120 W REPUBLIC RD,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,188
CASEYS 2679,3120 W REPUBLIC RD,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,2,0
CASEYS 2679,3120 W REPUBLIC RD,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,4,0
JOHN'S FROSTED MUG,15861 US HWY 160,FORSYTH,65653,TANEY,TRIPLE PLAY,2016,1,20
BREAK TIME 3123,1211 E GRAND ST,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,8
BATTLEFIELD EAGLE STOP S,4022 B N REPUBLIC RD,BATTLEFIELD,65619,GREENE,TRIPLE PLAY,2016,1,24
BATTLEFIELD EAGLE STOP S,4022 B N REPUBLIC RD,BATTLEFIELD,65619,GREENE,TRIPLE PLAY,2016,2,0
VFW POST 3838,1049 N KINGS HIGHWAY ST,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,2
HOLLISTER FOOD MART,1600 STATE HWY BB,HOLLISTER,65672,TANEY,TRIPLE PLAY,2016,1,14
KWIK KORNER,100 S 1ST ST,GOWER,64454,CLINTON,TRIPLE PLAY,2016,1,36
HY-VEE GAS 1260,1523 E 23RD ST S,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,60
SIX STARS MARKET,8701 RIVERVIEW BLVD,ST LOUIS,63147,ST. LOUIS CITY,TRIPLE PLAY,2016,1,2
MACADOODLES,3105 E 17TH ST,JOPLIN,64804,JASPER,TRIPLE PLAY,2016,1,2
QUIKTRIP 238,5025 NE ANTIOCH RD,KANSAS CITY,64119,CLAY,TRIPLE PLAY,2016,1,134
QUIKTRIP 238,5025 NE ANTIOCH RD,KANSAS CITY,64119,CLAY,TRIPLE PLAY,2016,2,0
PATTY'S CATERING SERVICE,2129 PARKWAY DR,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,12
MEINERS OF CASS COUNTY,504 S COMMERCIAL ST,HARRISONVILLE,64701,CASS,TRIPLE PLAY,2016,1,2
U-GAS CATLIN 228,1727 CATLIN DR,BARNHART,63012,JEFFERSON,TRIPLE PLAY,2016,1,110
MURPHY EXPRESS 8545,4294 OSAGE BEACH PKWY,OSAGE BEACH,65065,CAMDEN,TRIPLE PLAY,2016,1,32
